;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Label 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cycle Nr.;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168
Time [s];0;2,515;5,034;7,55;10,056;12,577;15,1;17,605;20,117;22,624;25,131;27,635;30,141;32,651;35,159;37,672;40,189;42,696;45,212;47,719;50,228;52,741;55,247;57,758;60,266;62,783;65,296;67,813;70,32;72,827;75,339;77,846;80,351;82,859;85,37;87,877;90,389;92,899;95,415;97,919;100,426;102,936;105,444;107,951;110,46;112,966;115,471;117,979;120,502;123,011;125,52;128,024;130,547;133,054;135,561;138,08;140,59;143,108;145,614;148,119;150,627;153,131;155,638;158,148;160,658;163,178;165,683;168,192;170,7;173,22;175,739;178,25;180,758;183,264;185,783;188,295;190,804;193,311;195,817;198,321;200,828;203,333;205,838;208,342;210,85;213,369;215,876;218,386;220,894;223,404;225,91;228,424;230,932;233,439;235,949;238,467;240,972;243,481;245,996;248,513;251,026;253,537;256,042;258,551;261,058;263,569;266,086;268,601;271,111;273,618;276,128;278,64;281,15;283,656;286,165;288,672;291,177;293,686;296,206;298,715;301,232;303,737;306,249;308,761;311,272;313,784;316,293;318,799;321,308;323,814;326,319;328,838;331,359;333,865;336,369;338,878;341,388;343,899;346,411;348,921;351,434;353,953;356,46;358,973;361,48;363,988;366,496;369,002;371,511;374,023;376,531;379,04;381,553;384,062;386,568;389,077;391,588;394,1;396,607;399,114;401,624;404,131;406,649;409,158;411,671;414,18;416,7;419,204
Temp. [°C];23,9;23,9;23,9;23,9;23,9;24;24;24;24;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,8;23,8;23,8;23,9;23,9;23,9;23,9;23,9;23,8;23,8;23,8;23,8;23,8;23,9;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,7;23,7;23,7;23,7;23,7;23,8;23,8;23,8;23,8;23,8;23,7;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,9;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,7;23,7;23,7;23,7;23,8;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,6;23,6
A1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i1.0;11885;11794;11769;11770;11577;11660;11422;11462;11393;11446;11204;11214;11274;11073;10967;10908;10927;10932;10810;10790;10850;10676;10577;10599;10597;10477;10476;10411;10380;10411;10358;10386;10193;10236;10127;10095;10004;10075;9925;10029;10017;9979;9935;9901;9770;9679;9704;9769;9718;9708;9712;9645;9617;9539;9544;9526;9526;9511;9481;9348;9386;9375;9368;9380;9358;9263;9333;9323;9180;9202;9176;9020;9118;9111;9056;9048;8976;8948;8971;8955;9036;8975;8964;8898;8850;8931;8946;8741;8804;8751;8667;8742;8742;8625;8693;8679;8610;8542;8611;8608;8563;8549;8448;8462;8484;8401;8415;8368;8366;8313;8345;8273;8266;8264;8182;8174;8193;8199;8205;8091;7988;8029;8062;8069;8016;8031;7944;7985;7903;7888;7896;7979;7866;7775;7898;7907;7825;7835;7763;7790;7797;7720;7757;7680;7814;7735;7657;7611;7630;7612;7585;7567;7610;7540;7536;7545;7462;7498;7435;7425;7406;7425;7433;7351;7290;7397;7366;7414
i1.0;12942;12965;12838;12677;12713;12560;12467;12442;12324;12300;12217;11996;12095;11965;11983;11887;11852;11638;11713;11583;11481;11457;11327;11435;11362;11286;11177;11197;11130;11173;11029;11022;10871;10857;10963;10862;10767;10674;10705;10644;10543;10631;10473;10360;10393;10430;10291;10339;10206;10221;10107;10091;10202;10097;10090;10077;9938;9944;9913;9932;9878;9822;9767;9762;9577;9680;9680;9690;9689;9525;9620;9531;9498;9414;9390;9448;9424;9406;9298;9239;9159;9286;9170;9147;9166;9079;9146;9045;9054;8942;8923;8988;9024;8875;8821;8864;8769;8754;8708;8719;8778;8775;8749;8607;8640;8666;8510;8620;8607;8608;8407;8400;8455;8391;8402;8417;8390;8330;8300;8339;8266;8182;8199;8164;8138;8138;8180;8127;8001;8024;8028;8011;7970;7910;7884;7986;7835;7880;7830;7841;7875;7771;7779;7746;7694;7680;7622;7773;7640;7619;7657;7575;7521;7577;7498;7555;7477;7457;7478;7450;7466;7466;7439;7340;7450;7322;7276;7282
i1.0;12076;11968;11981;11931;11938;11813;11804;11624;11639;11563;11524;11437;11409;11452;11355;11315;11237;11033;11103;10998;11062;11063;10963;10902;10865;10810;10815;10658;10692;10572;10673;10512;10459;10438;10358;10287;10245;10338;10274;10245;10089;10106;10079;10051;10018;10004;9801;9908;9844;9725;9859;9657;9708;9682;9618;9595;9709;9541;9546;9507;9452;9412;9362;9341;9301;9319;9256;9117;9226;9137;9034;9061;9090;9029;8918;8928;8914;8882;8786;8830;8790;8712;8666;8653;8552;8605;8590;8622;8383;8497;8416;8445;8478;8329;8478;8313;8279;8338;8302;8372;8217;8217;8121;8212;8098;7988;8146;8030;8005;8009;7959;7860;7890;7859;7897;7879;7792;7717;7709;7782;7684;7660;7659;7616;7628;7608;7556;7547;7482;7533;7444;7373;7438;7405;7354;7320;7408;7314;7337;7232;7209;7204;7197;7252;7165;7090;7066;7176;7170;7004;7098;7047;7046;6999;7033;6990;6906;6886;6929;6878;7019;7004;6896;6723;6871;6858;6809;6803
i1.0+CCCP;6371;6349;6294;6289;6154;6196;6051;6074;5994;5952;5883;5808;5752;5760;5713;5645;5605;5617;5568;5533;5439;5433;5407;5409;5367;5355;5248;5250;5229;5144;5051;5062;5053;5045;5034;5003;4958;4901;4860;4890;4862;4864;4770;4736;4740;4783;4730;4742;4685;4684;4711;4620;4642;4599;4633;4583;4550;4529;4548;4486;4468;4438;4486;4450;4418;4413;4304;4351;4384;4300;4288;4293;4272;4323;4265;4226;4305;4260;4283;4216;4172;4162;4168;4124;4119;4144;4070;4105;4084;4077;4053;4035;4027;4016;3975;4073;4001;4022;4051;3991;4035;3962;3888;3948;3861;3959;3850;3869;3896;3859;3885;3820;3911;3869;3798;3813;3840;3766;3819;3777;3816;3740;3762;3757;3740;3758;3716;3721;3708;3675;3733;3663;3724;3676;3671;3691;3727;3663;3613;3651;3660;3674;3658;3610;3587;3586;3606;3576;3600;3519;3592;3544;3564;3532;3548;3548;3550;3477;3508;3493;3481;3515;3463;3483;3464;3482;3468;3495
i1.0+CCCP;6360;6241;6283;6062;6060;6035;5986;5941;5766;5814;5708;5638;5667;5561;5495;5444;5397;5400;5296;5334;5319;5240;5253;5207;5130;5175;5111;4991;4987;5022;4927;4914;4888;4933;4900;4785;4751;4726;4735;4691;4673;4671;4655;4561;4633;4560;4553;4504;4526;4430;4407;4411;4337;4382;4383;4359;4336;4340;4323;4291;4257;4295;4242;4132;4140;4196;4218;4221;4145;4077;4078;4090;4069;4090;4063;4015;4049;4017;4028;3915;3907;3930;3937;3890;3949;3889;3825;3915;3874;3810;3762;3767;3740;3851;3793;3756;3750;3795;3695;3727;3697;3728;3700;3676;3662;3649;3674;3677;3690;3664;3620;3593;3632;3524;3568;3517;3497;3603;3523;3551;3471;3467;3460;3448;3472;3488;3454;3447;3449;3422;3385;3440;3403;3367;3396;3410;3330;3392;3349;3340;3327;3317;3300;3352;3344;3279;3299;3300;3289;3265;3283;3243;3265;3291;3192;3220;3283;3205;3227;3230;3235;3242;3230;3234;3164;3194;3181;3157
i1.0+CCCP;6538;6698;6624;6540;6443;6391;6307;6243;6293;6168;6143;6085;6030;6029;5867;5943;5805;5744;5777;5737;5654;5580;5669;5544;5544;5511;5539;5464;5341;5315;5349;5295;5266;5196;5139;5127;5115;5116;5033;5051;5010;4987;4968;4917;4868;4819;4883;4791;4890;4719;4777;4756;4747;4678;4655;4638;4666;4625;4602;4587;4554;4560;4488;4484;4459;4494;4415;4390;4405;4376;4319;4354;4294;4349;4348;4285;4241;4201;4265;4215;4178;4198;4127;4108;4129;4126;4098;4118;4044;4079;4036;4089;3998;4017;4013;3909;3952;3903;3917;3934;3909;3843;3828;3845;3860;3858;3801;3837;3792;3747;3777;3741;3760;3682;3702;3728;3747;3716;3695;3640;3678;3663;3652;3597;3651;3632;3664;3634;3550;3604;3558;3602;3629;3538;3523;3536;3565;3477;3508;3496;3543;3458;3478;3471;3545;3453;3517;3473;3456;3445;3457;3430;3461;3420;3416;3398;3356;3391;3372;3336;3409;3406;3379;3378;3404;3397;3342;3328
i1.1;24677;24423;24490;24518;24365;24347;24384;24282;24283;24321;24171;24092;24211;24118;23974;23885;23795;23743;23677;23751;23504;23258;23314;23284;23307;23208;22953;23050;23035;22929;22824;22694;22614;22672;22717;22613;22529;22495;22335;22206;22110;21974;21900;21826;21603;21669;21511;21308;21413;21167;21215;21248;21133;21146;21029;20952;20819;20652;20759;20611;20575;20506;20327;20350;20213;19986;20143;19901;19943;19778;19870;19740;19557;19545;19413;19413;19235;19170;19162;19078;19051;18961;18893;18855;18611;18490;18582;18402;18391;18370;18227;18084;18133;17975;18010;17785;17771;17627;17713;17526;17595;17484;17531;17329;17179;17112;17159;17098;16810;16893;16766;16822;16702;16679;16624;16530;16394;16400;16225;16234;16112;16074;16074;16138;16023;15856;15945;15812;15932;15812;15651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i1.1;24810;24963;25104;25191;25240;25146;25240;25304;24967;25096;25124;24919;25149;25021;24787;24861;24575;24625;24373;24489;24649;24435;24390;24388;24341;24405;24163;24127;24080;24005;24109;23926;23785;23718;23509;23554;23516;23463;23208;23200;23101;22953;22710;22635;22496;22473;22267;22330;22215;22117;22156;21881;21800;21724;21715;21426;21463;21436;21425;21049;21098;20970;21078;21011;20843;20744;20745;20584;20424;20362;20439;20323;20051;20065;19944;19803;19783;19527;19563;19564;19569;19275;19243;19164;19076;19086;18929;18872;18683;18576;18586;18407;18387;18243;18220;18117;18153;18049;17949;17861;17761;17623;17637;17593;17334;17431;17292;17334;17125;17191;17026;16956;16985;16868;16762;16778;16598;16750;16612;16662;16458;16429;16196;16262;16144;15996;16015;16155;15858;15950;15828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i1.1;23939;24101;24088;24223;24337;24386;24273;24379;24349;24358;24250;24209;24292;24180;24038;24177;24015;24095;24018;24078;23866;24070;23935;23865;23548;23655;23473;23421;23420;23196;23178;23120;22915;22919;22824;22752;22702;22426;22366;22355;22236;22086;21978;21700;21777;21863;21591;21485;21263;21489;21123;21178;21029;20976;20942;20670;20561;20661;20606;20446;20243;20243;20278;20075;20108;19977;19880;19681;19772;19739;19675;19529;19387;19265;19316;19116;19218;18977;18943;18893;18846;18714;18599;18459;18509;18243;18223;18170;18127;18141;17990;17725;17706;17739;17666;17683;17427;17448;17368;17401;17165;17072;17086;16940;16825;16815;16742;16616;16521;16529;16580;16241;16342;16362;16096;16082;16009;15899;15931;15820;15729;15792;15698;15506;15451;15435;15361;15362;15311;15240;15125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i1.1 +CCCP;7187;7025;7024;7067;7138;7117;7143;7119;7013;7120;7038;6975;6959;6951;6999;6841;6976;6903;6832;6847;6707;6768;6706;6582;6569;6529;6443;6436;6313;6344;6232;6287;6193;6148;6179;6032;6047;5979;5941;5873;5854;5830;5752;5758;5733;5590;5493;5530;5471;5452;5379;5339;5286;5191;5194;5213;5129;5076;5054;5037;5045;4919;4955;4830;4872;4832;4775;4720;4709;4613;4578;4679;4562;4562;4516;4558;4426;4516;4409;4431;4314;4299;4306;4293;4255;4181;4189;4124;4165;4062;4111;4073;4021;3958;3983;4004;3959;3874;3824;3846;3881;3870;3739;3747;3734;3745;3722;3626;3642;3663;3665;3583;3595;3636;3487;3533;3532;3532;3468;3420;3476;3459;3442;3421;3397;3330;3301;3335;3271;3286;3233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i1.1 +CCCP;7484;7385;7431;7427;7357;7399;7353;7377;7367;7287;7251;7308;7257;7172;7031;7085;7080;7003;7011;6981;6886;6835;6763;6702;6638;6606;6544;6555;6576;6442;6379;6444;6292;6323;6237;6248;6110;6047;6108;6052;5994;6004;5942;5894;5787;5837;5813;5685;5628;5605;5556;5643;5529;5435;5466;5402;5316;5363;5265;5314;5232;5151;5090;5116;4994;4982;4917;4917;4847;4888;4892;4754;4749;4723;4626;4692;4637;4526;4541;4514;4511;4471;4372;4370;4388;4240;4273;4215;4232;4172;4204;4172;4149;4096;4099;4157;4077;4066;4016;3960;3926;3916;3862;3884;3850;3823;3811;3758;3699;3750;3725;3712;3731;3656;3672;3632;3581;3502;3535;3503;3524;3497;3467;3420;3472;3472;3375;3370;3344;3314;3381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i1.1 +CCCP;7153;7257;7206;7167;7133;7196;7191;7217;7232;7111;7147;7110;7109;7061;7009;6990;6957;6951;6902;6770;6760;6825;6681;6720;6712;6586;6590;6553;6491;6380;6375;6384;6226;6208;6214;6147;6122;6035;6029;5945;6017;6033;5806;5852;5775;5724;5620;5621;5597;5525;5491;5488;5398;5375;5365;5264;5320;5241;5180;5174;5084;5043;4984;5025;4900;4929;4927;4910;4829;4846;4738;4657;4646;4609;4606;4634;4506;4429;4437;4404;4411;4369;4353;4247;4262;4221;4230;4196;4142;4144;4055;4086;4065;4076;3939;3965;4002;3977;3894;3885;3847;3813;3828;3721;3790;3757;3693;3636;3649;3625;3605;3600;3526;3570;3477;3506;3543;3505;3455;3371;3399;3426;3330;3274;3311;3330;3320;3244;3261;3279;3191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i1.2;13161;13226;13042;12925;12806;12813;12649;12602;12524;12511;12356;12444;12200;12226;12213;12049;11932;11997;11995;11916;11838;11845;11811;11799;11730;11626;11649;11641;11530;11588;11493;11495;11383;11261;11315;11282;11166;11188;11121;11081;11116;11086;11054;10974;10921;10848;10873;10919;10874;10811;10842;10692;10765;10674;10717;10689;10727;10606;10641;10587;10590;10467;10509;10401;10372;10557;10405;10416;10362;10349;10459;10422;10259;10370;10198;10193;10218;10328;10226;10125;10156;10276;10143;10139;10052;10092;10090;9993;10042;9972;10047;10023;9907;9859;9945;9908;9845;9854;9878;9914;9821;9713;9702;9670;9681;9681;9648;9612;9695;9582;9620;9655;9620;9458;9474;9519;9448;9526;9569;9449;9433;9317;9496;9295;9307;9373;9351;9296;9211;9257;9340;9155;9305;9254;9156;9226;9157;9216;9157;9074;9143;9025;9066;8964;9018;9024;8918;9024;8888;8853;8843;8918;8892;8796;8806;8835;8828;8754;8774;8836;8836;8796;8756;8710;8752;8780;8740;8646
i1.2;14669;14674;14430;14335;14220;14053;13992;13915;13827;13645;13472;13430;13329;13281;13239;13279;13093;13040;12835;12759;12890;12713;12660;12583;12603;12528;12462;12311;12256;12228;12197;12259;12067;12136;12071;11954;11876;11859;11876;11861;11752;11825;11613;11760;11630;11646;11445;11607;11575;11505;11475;11400;11302;11268;11235;11300;11283;11243;11173;11168;11098;11126;11090;11094;11075;11011;10957;10952;10905;10905;10812;10844;10740;10704;10783;10594;10693;10684;10612;10616;10540;10711;10528;10560;10523;10337;10369;10301;10417;10396;10254;10270;10331;10323;10289;10211;10273;10204;10065;10143;10199;10125;9971;9944;9953;9926;9891;9915;9938;9885;9780;9855;9777;9764;9671;9788;9709;9783;9727;9589;9632;9650;9664;9688;9698;9537;9510;9467;9537;9477;9500;9402;9514;9447;9346;9472;9436;9351;9264;9232;9261;9294;9268;9249;9226;9126;9157;9181;9181;9224;9112;9065;8999;9013;9055;9006;9040;9017;8946;8988;8923;8931;8844;8879;8820;8782;8830;8809
i1.2;14111;13993;13894;13737;13700;13455;13425;13409;13411;13156;13173;12902;12928;12941;12834;12764;12692;12641;12616;12474;12454;12456;12422;12248;12308;12251;12144;12170;12050;12068;11983;11868;11853;11883;11757;11785;11746;11716;11741;11615;11529;11507;11489;11468;11405;11336;11298;11293;11353;11171;11131;11119;11161;11257;11041;11060;11109;10968;11005;10872;10844;10914;10909;10785;10767;10652;10814;10654;10645;10572;10515;10509;10525;10503;10479;10383;10193;10314;10296;10292;10252;10227;10159;10102;10080;10073;10003;9975;10022;10022;10001;9912;9864;9891;9799;9769;9793;9726;9695;9690;9705;9611;9698;9599;9688;9513;9584;9583;9545;9609;9420;9438;9424;9345;9436;9308;9376;9312;9253;9197;9232;9173;9217;9279;9193;9037;9055;9057;8930;8983;9037;9009;8999;9034;8848;8956;8878;8887;8811;8836;8846;8719;8855;8802;8694;8750;8707;8663;8680;8596;8587;8603;8634;8438;8598;8537;8535;8559;8427;8471;8392;8417;8385;8385;8412;8264;8274;8256
