Time,ilacco1_0_Mittelwerte,ilacco1_0_Standardabweichung,ilacco1_1_Mittelwerte,ilacco1_1_Standardabweichung,ilacco1_2_Mittelwerte,ilacco1_2_Standardabweichung
0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,-0.037365186839853896,0.03544662311736942,-0.03424323477706819,0.022409123187356175,-0.027280233170515478,0.01499072450892275
26.0,-0.081516024087865,0.055448369849995134,-0.06676193922315844,0.027847409515277914,-0.06616854888401984,0.03837372766740106
39.0,-0.1175116654241422,0.04461406407914696,-0.09045527408078076,0.025821102046017366,-0.09148620023026595,0.04868989528501959
52.0,-0.1518356152281522,0.045901898943357285,-0.10741464983355258,0.03086057669064757,-0.10555083193110952,0.05784882512287419
65.0,-0.15737348389502162,0.04682513732680563,-0.11613924000233226,0.05604618073574327,-0.11372163013386168,0.062310915778998374
78.0,-0.17416528012756005,0.043121930487992316,-0.12327822632465928,0.06330450877569607,-0.11785087373408469,0.0659749561914749
91.0,-0.17311200616736092,0.04044544955341648,-0.13038782654161207,0.06475012580330601,-0.12103475870418891,0.07034709542809083
104.0,-0.17185526170794696,0.04325740410298235,-0.13491453209451446,0.07325266785167102,-0.12389782439025483,0.06920661557008906
117.0,-0.17632694042430405,0.038567323935406204,-0.14106480930033394,0.06775381260936181,-0.12784861277507475,0.07167201505738
130.0,-0.16456905086262083,0.03906233049486285,-0.1452562905647543,0.06285199966196438,-0.13237691435154433,0.07181565928298676
143.0,-0.17469414656056156,0.02826360514806758,-0.1464736372208806,0.05486942557184668,-0.13656992518163674,0.06416080122055995
156.0,-0.17208788223066418,0.03433655710313203,-0.15055184990130893,0.062208204275112505,-0.13970992580482788,0.059643792356773036
169.0,-0.1831959465637137,0.032230807368995563,-0.15342087700375204,0.05972027416692497,-0.14331912107540995,0.060786202781726334
182.0,-0.17871174346669508,0.042292845624564666,-0.1549336476830598,0.057298677930227485,-0.15339278062626852,0.052090551910209705
195.0,-0.18882790615701786,0.0399754083486027,-0.16026211331176493,0.05746085462811082,-0.15188652378430603,0.05924722353427064
208.0,-0.19764186008672213,0.042998533055483484,-0.1635922225411044,0.06388270329622289,-0.15463368517957576,0.05626182600043953
221.0,-0.2040721515224738,0.04373884175646797,-0.16535991981190226,0.06436582852221996,-0.16259117027480244,0.05620514413330119
234.0,-0.22030538131119348,0.037902991141559414,-0.17395982456387352,0.05852226006108049,-0.16729267256335165,0.05897457191545297
247.0,-0.21629075896035332,0.04104812863488609,-0.17718430064707,0.054128448028160525,-0.17236424710686293,0.06214114830924285
260.0,-0.21614005322020294,0.04451004291733604,-0.18259047279259075,0.05404063609291261,-0.1803908155284324,0.059450268632948444
273.0,-0.2229120788584952,0.04056649109156757,-0.18577427609973363,0.06386709456729885,-0.18537068935797682,0.06342740500113335
286.0,-0.2164285817691257,0.04954372161032541,-0.1930679185834805,0.05731376990511745,-0.19166258147161397,0.06398583119764478
299.0,-0.2258121554144401,0.04844599240062175,-0.19573332614046304,0.059793170716997315,-0.19705941036464178,0.06524026935175392
312.0,-0.2358581907039369,0.04138570583264554,-0.20427753716131772,0.05420537130299862,-0.20229485712274928,0.06937534341316919
325.0,-0.24254488116011594,0.04204440283690163,-0.20873660532903035,0.05742924402024058,-0.2073807110935363,0.06584912370071466
338.0,-0.24317932397733485,0.04413638775575795,-0.21276902845685694,0.05261295995194333,-0.21795795297969808,0.06079966916629255
351.0,-0.25475841840636076,0.03815410339819981,-0.21453714739014187,0.05961159104990476,-0.21551366610180925,0.06677227457284059
364.0,-0.2536289526979075,0.041907236006526113,-0.22457584047542958,0.05247621503280631,-0.22545830158625188,0.06270395617426507
377.0,-0.2622096169530433,0.0415632697009576,-0.22490959649669703,0.05749032815997267,-0.22581313939177328,0.06456928501213559
390.0,-0.2580183518143455,0.045072153778962086,-0.231912098596464,0.06636528539814589,-0.23489548703014887,0.06136301245030085
403.0,-0.27573101602971256,0.040567433460365405,-0.23542224075955973,0.06407751368620569,-0.23647181903512524,0.0665428601991801
416.0,-0.27318891750559043,0.04439723490742823,-0.23845632786410167,0.06757613926023841,-0.24384530008401276,0.0649706797212407
429.0,-0.2775842643610683,0.04582107011443726,-0.24337805479208793,0.06390895305735614,-0.2498152763685952,0.06397817126700768
442.0,-0.294056743476173,0.04059894975270045,-0.2496202722070878,0.0661864225181324,-0.25181522326900313,0.0642645834095158
455.0,-0.2864567473157038,0.046800809060983065,-0.25370359638920875,0.05523629073387792,-0.2564678693667593,0.06655418007512141
468.0,-0.2980193655942561,0.041960350459019156,-0.25848852127342953,0.05984020100918531,-0.2615859224366636,0.0637800422665559
481.0,-0.30699925146045187,0.04045876962213302,-0.26299290745149656,0.05294653184611415,-0.2673181776517139,0.06316601891036948
