Time,ilacco1_0_Mittelwerte,ilacco1_0_Standardabweichung,ilacco1_1_Mittelwerte,ilacco1_1_Standardabweichung,ilacco1_2_Mittelwerte,ilacco1_2_Standardabweichung
0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-0.03444134661189623,0.012520887495246096,-0.04045260688216785,0.011317540629728685,-0.03177019042236209,0.012614257013360164
20.0,-0.051482762097385816,0.02106304794669282,-0.07465739829631259,0.01298592993045424,-0.05808906335529851,0.017827240330222125
30.0,-0.0598831050255933,0.03127215710423755,-0.09743331815096022,0.01689923432996092,-0.08754441230572337,0.03644980185500047
40.0,-0.07414056120461117,0.041438344824181864,-0.1304651048129475,0.0228656248548469,-0.11776153903357663,0.046734112772697727
50.0,-0.08666024908475056,0.048912632675552986,-0.16441269823819582,0.014674125401852802,-0.13992292263251835,0.05472483402901142
60.0,-0.10864874098252053,0.05896772456616995,-0.1893955835595347,0.006144820250341417,-0.1573463508303932,0.06023636367371843
70.0,-0.11988317433562841,0.06308411854828183,-0.20822738410015598,0.0082552852585666,-0.17392278967507532,0.06924970825251124
80.0,-0.1336851375374961,0.06721456058040595,-0.21845108156553014,0.010938024105390062,-0.18841040978385348,0.07463171415506396
90.0,-0.14285196713595263,0.0743325121857516,-0.23182753404861645,0.01229371821504399,-0.20132166461125967,0.08354228141667429
100.0,-0.1578660164801388,0.07717884300794947,-0.23858039378300475,0.016316832450407378,-0.2105977175715663,0.0890054480407816
110.0,-0.17393413823854076,0.08193979113461854,-0.24611010099369157,0.018606202635246122,-0.22334999821618898,0.08757617749208264
120.0,-0.17783536300236436,0.08281907557923221,-0.2476640476616138,0.016028755547002806,-0.23382262273037582,0.09327585013757254
130.0,-0.19361319164840507,0.08871322508669953,-0.25368040611820925,0.012276513984270161,-0.24920515612417304,0.09255913275183447
140.0,-0.19933593244703054,0.08756230833147956,-0.24763631666760622,0.020063905755652648,-0.26083610950688896,0.09233611312404753
150.0,-0.21395864732126504,0.09552928952012879,-0.2554341022237687,0.018945754490446425,-0.2710831843103784,0.09421436389419766
