Time,ilacco1_0_Mittelwerte,ilacco1_0_Standardabweichung,ilacco1_1_Mittelwerte,ilacco1_1_Standardabweichung,ilacco1_2_Mittelwerte,ilacco1_2_Standardabweichung
160.0,-0.21905331054869445,0.09400572810721357,-0.2628860509885497,0.012536804460369385,-0.2837399498499313,0.09726789842639638
170.0,-0.23555864784109182,0.0993268225873012,-0.2690068305466484,0.011827766738779968,-0.2923342202791513,0.09494140017788269
180.0,-0.2422808626001526,0.09718511411681026,-0.2800734673604928,0.010661876340140632,-0.30378074083759615,0.09623080542570206
190.0,-0.2543665778021469,0.09846528326438778,-0.28126429273221204,0.01646471844040616,-0.31658632315403556,0.09896507355435043
200.0,-0.26563898468862734,0.0986829035325642,-0.2908237359043015,0.015318707069023859,-0.3264980186914048,0.09823718690181217
210.0,-0.2730586177652283,0.1007649085894201,-0.29680210225886455,0.019354822941119676,-0.33785537101489266,0.10062493620482063
220.0,-0.28328535740132527,0.10144733803430601,-0.3061854433603776,0.01767814495245875,-0.34435788469118433,0.10122883993588505
230.0,-0.29159026983188346,0.09732592868232655,-0.32053415055320383,0.017619148406906045,-0.3570914336037702,0.09973399013319952
240.0,-0.3026148085788921,0.09799806827310956,-0.33111449832647516,0.018062439336833803,-0.3677846961075324,0.09509338551372651
250.0,-0.30777659180689176,0.09621599046940184,-0.3357889578615934,0.022431559457725903,-0.3754113917224551,0.09693099106817699
260.0,-0.3180068946929422,0.09748243226887178,-0.3439685215938752,0.023088624138497514,-0.38726229709048954,0.09292902877129722
270.0,-0.32873699927299055,0.0976894582992983,-0.3573448196929267,0.020209346720538958,-0.3925007217752165,0.09259794755379953
280.0,-0.3317600117311929,0.09282409520380241,-0.3620230435236053,0.016365271331853646,-0.4001517624846409,0.08887088157449077
290.0,-0.3416955964788917,0.09564607834460692,-0.37516441536157497,0.013891628834379478,-0.4084271519155462,0.08634280250107841
300.0,-0.3477631936112728,0.09352894720922021,-0.3767533211433122,0.012992353219610068,-0.41634063289147,0.08257601665494183
310.0,-0.35526618850360386,0.09470723071160628,-0.37963259687939677,0.012230558672265903,-0.42234135219897456,0.0821233628327185
320.0,-0.36218937155663444,0.09303569339280618,-0.3874591669981622,0.003940030131076814,-0.4291713438460288,0.07910609658985897
330.0,-0.3719925657860623,0.09405910898723444,-0.39313004030424364,0.006643417659352267,-0.4362935820007747,0.07626478189247159
340.0,-0.37496682090801264,0.08914669906848312,-0.39728984533177164,0.004267144738928726,-0.4404698250647776,0.07484653764003643
350.0,-0.3793325186370336,0.09079750380676663,-0.3987563846748577,0.0043981581730900745,-0.44606523821948785,0.07111709156465224
360.0,-0.38518071466182313,0.0905267547944899,-0.39839892916424186,0.009913899569063873,-0.4530432772642943,0.06568659932282372
370.0,-0.3878488861094988,0.0906493441483293,-0.4042796911275615,0.008849557310908956,-0.45580835245534335,0.06797538278890468
380.0,-0.39697301049386846,0.09413355406694213,-0.40442814298621693,0.005596696715125041,-0.4585423222371321,0.06742934354328126
390.0,-0.40064025183039326,0.09114915876322195,-0.40825364969019784,0.009886599949732261,-0.46263900224734017,0.06524109849644685
400.0,-0.4052953225405584,0.09093816653839032,-0.4140287506949692,0.013377321761909802,-0.46548652541299446,0.06402745565778396
410.0,-0.4078854122078579,0.09150217404090959,-0.41244915147157957,0.011200697866684416,-0.4690319276050096,0.0629002488364629
420.0,-0.40900321120740957,0.09042132942300367,-0.41226065186381833,0.010329421889592107,-0.47086157607632634,0.06170497149108956
430.0,-0.4137348729459938,0.08900385588855303,-0.41709194944436573,0.010798303355552813,-0.4738229714126911,0.06169900707125158
440.0,-0.415655685819974,0.0912633455651396,-0.41772356266198335,0.012494783340065948,-0.47609542156087153,0.060026342261048686
450.0,-0.4182213735601457,0.08937119071117994,-0.41966043872200265,0.015281758528364171,-0.47735690272683834,0.06125589524000701
460.0,-0.42357430424131587,0.0896690669980514,-0.4209438235399925,0.014475180214867845,-0.47908489833337703,0.05937917579390044
470.0,-0.4274337066937459,0.08904161236586965,-0.42497438571043883,0.014815187144083771,-0.47959276169868215,0.061449958413347446
480.0,-0.43021025459801393,0.08847379902595892,-0.4292572438922843,0.016205464715198844,-0.4812889938267923,0.061680063176179335
